year,country of asylum,country of origin,population type,begin year total,end year total
2015,ABW,COL,REF,0,*
2015,ABW,CUB,REF,,*
2015,AFG,GAZ,REF,*,0
2015,AFG,IRN,REF,36,30
2015,AFG,IRQ,REF,*,*
2015,AFG,PAK,REF-like,20156,20485
2015,AFG,PAK,REF,280229,237038
2015,AIA,SYR,REF,,*
2015,ALB,AFG,REF,,0
2015,ALB,ALG,REF,,0
2015,ALB,ARE,REF,*,*
2015,ALB,CHI,REF,12,11
2015,ALB,COD,REF,*,0
2015,ALB,GAZ,REF,*,*
2015,ALB,IRN,REF,,9
2015,ALB,IRQ,REF,*,*
2015,ALB,MNE,REF,*,*
2015,ALB,PER,REF,*,*
2015,ALB,RUS,REF,,*
2015,ALB,SRB,REF,64,59
2015,ALB,SYR,REF,*,*
2015,ALB,TUN,REF,0,0
2015,ALB,TUR,REF,*,*
2015,ALB,UZB,REF,*,*
2015,ALG,AFG,REF,*,*
2015,ALG,ANG,REF,0,0
2015,ALG,BDI,REF,*,*
2015,ALG,CAR,REF,*,20
2015,ALG,CHD,REF,*,*
2015,ALG,CMR,REF,9,10
2015,ALG,COB,REF,*,*
2015,ALG,COD,REF,40,42
2015,ALG,ERT,REF,*,0
2015,ALG,GAZ,REF,4016,4016
2015,ALG,GUI,REF,*,*
2015,ALG,ICO,REF,23,23
2015,ALG,IRQ,REF,16,21
2015,ALG,LBR,REF,*,*
2015,ALG,LBY,REF,,13
2015,ALG,MAU,REF,*,0
2015,ALG,MLI,REF,*,16
2015,ALG,NIG,REF,*,*
2015,ALG,SOM,REF,*,*
2015,ALG,SUD,REF,*,*
2015,ALG,TOG,REF,*,*
2015,ALG,WSH,REF,90000,90000
2015,ALG,YEM,REF,*,*
2015,ANG,ALG,REF,*,*
2015,ANG,BDI,REF,8,9
2015,ANG,CAR,REF,9,9
2015,ANG,CHD,REF,177,184
2015,ANG,CMR,REF,*,*
2015,ANG,COB,REF,*,*
2015,ANG,COD,REF,12944,12944
2015,ANG,CUB,REF,0,0
2015,ANG,ERT,REF,19,34
2015,ANG,ETH,REF,,*
2015,ANG,GNB,REF,*,*
2015,ANG,GUI,REF,108,107
2015,ANG,HAI,REF,*,*
2015,ANG,ICO,REF,513,510
2015,ANG,IRQ,REF,0,0
2015,ANG,LBR,REF,153,155
2015,ANG,LBY,REF,*,*
2015,ANG,MAU,REF,299,306
2015,ANG,MLI,REF,*,*
2015,ANG,RSA,REF,*,*
2015,ANG,RWA,REF,257,273
2015,ANG,SLE,REF,372,374
2015,ANG,SOM,REF,272,288
2015,ANG,SUD,REF,300,313
2015,ANG,TAN,REF,*,*
2015,ANG,TOG,REF,,*
2015,ANG,UGA,REF,6,6
2015,ANG,WSH,REF,14,18
2015,ANG,ZAM,REF,7,7
2015,ANT,SYR,REF,0,15
2015,ARE,AFG,REF,*,*
2015,ARE,ALG,REF,*,0
2015,ARE,ANG,REF,0,0
2015,ARE,AZE,REF,*,0
2015,ARE,BDI,REF,37,24
2015,ARE,BEN,REF,,*
2015,ARE,CAR,REF,*,*
2015,ARE,CHD,REF,40,45
2015,ARE,CHI,REF,*,*
2015,ARE,CMR,REF,*,*
2015,ARE,COB,REF,5,*
2015,ARE,COD,REF,45,41
2015,ARE,DJB,REF,6,5
2015,ARE,ERT,REF,1625,1405
2015,ARE,ETH,REF,1138,1085
2015,ARE,GAZ,REF,70023,70021
2015,ARE,GUI,REF,9,9
2015,ARE,ICO,REF,298,249
2015,ARE,INS,REF,*,0
2015,ARE,IRN,REF,*,*
2015,ARE,IRQ,REF,5149,4347
2015,ARE,JOR,REF,0,0
2015,ARE,KEN,REF,6,7
2015,ARE,LBR,REF,*,*
2015,ARE,LBY,REF,0,*
2015,ARE,LKA,REF,*,*
2015,ARE,MLI,REF,8,9
2015,ARE,MOR,REF,0,0
2015,ARE,MYA,REF,*,0
2015,ARE,NIG,REF,5,5
2015,ARE,PAK,REF,0,0
2015,ARE,PHI,REF,*,*
2015,ARE,RUS,REF,21,19
2015,ARE,RWA,REF,9,*
2015,ARE,SAU,REF,*,*
2015,ARE,SLE,REF,,*
2015,ARE,SOM,REF,5733,4491
2015,ARE,SRB,REF,8,*
2015,ARE,SSD,REF,542,1686
2015,ARE,STA,REF,*,*
2015,ARE,SUD,REF,12730,11296
2015,ARE,SYR,REF,138381,117635
2015,ARE,TAN,REF,,*
2015,ARE,TJK,REF,11,11
2015,ARE,TKM,REF,*,*
2015,ARE,TUN,REF,*,0
2015,ARE,UGA,REF,15,9
2015,ARE,UZB,REF,*,*
2015,ARE,YEM,REF,198,54
2015,ARE,ZIM,REF,8,9
2015,ARG,AFG,REF,5,5
2015,ARG,ALB,REF,25,20
2015,ARG,ALG,REF,41,34
2015,ARG,ANG,REF,13,14
2015,ARG,ARE,REF,5,*
2015,ARG,ARM,REF,122,79
2015,ARG,BDI,REF,5,*
2015,ARG,BEN,REF,*,*
2015,ARG,BGD,REF,0,5
2015,ARG,BLR,REF,*,*
2015,ARG,BOL,REF,*,*
2015,ARG,BRA,REF,*,*
2015,ARG,BSN,REF,6,6
2015,ARG,BUL,REF,*,*
2015,ARG,CAR,REF,*,*
2015,ARG,CHD,REF,*,*
2015,ARG,CHI,REF,*,*
2015,ARG,CHL,REF,36,36
2015,ARG,CMR,REF,11,6
2015,ARG,COB,REF,9,5
2015,ARG,COD,REF,25,23
2015,ARG,COL,REF,551,541
2015,ARG,COS,REF,5,5
2015,ARG,CUB,REF,342,265
2015,ARG,DOM,REF,*,*
2015,ARG,ECU,REF,16,17
2015,ARG,ERT,REF,*,*
2015,ARG,ETH,REF,*,*
2015,ARG,GAM,REF,*,*
2015,ARG,GAZ,REF,*,5
2015,ARG,GEO,REF,5,*
2015,ARG,GHA,REF,64,42
2015,ARG,GNB,REF,18,15
2015,ARG,GUA,REF,*,*
2015,ARG,GUI,REF,11,8
2015,ARG,HAI,REF,66,65
2015,ARG,HON,REF,*,*
2015,ARG,HRV,REF,*,*
2015,ARG,HUN,REF,,*
2015,ARG,ICO,REF,36,21
2015,ARG,IND,REF,30,23
2015,ARG,IRN,REF,19,22
2015,ARG,IRQ,REF,26,18
2015,ARG,ITA,REF,*,*
2015,ARG,KAZ,REF,22,18
2015,ARG,KEN,REF,*,0
2015,ARG,KGZ,REF,*,*
2015,ARG,LBR,REF,67,51
2015,ARG,LKA,REF,34,37
2015,ARG,MAU,REF,*,*
2015,ARG,MCD,REF,17,9
2015,ARG,MEX,REF,*,*
2015,ARG,MLI,REF,19,11
2015,ARG,MOR,REF,*,*
2015,ARG,NIC,REF,*,*
2015,ARG,NIG,REF,55,44
2015,ARG,PAK,REF,50,33
2015,ARG,PAR,REF,8,8
2015,ARG,PER,REF,582,548
2015,ARG,ROM,REF,54,51
2015,ARG,RSA,REF,*,*
2015,ARG,RUS,REF,62,62
2015,ARG,RWA,REF,*,*
2015,ARG,SAL,REF,13,13
2015,ARG,SEN,REF,65,47
2015,ARG,SLE,REF,41,39
2015,ARG,SOM,REF,5,5
2015,ARG,SRB,REF,0,0
2015,ARG,STA,REF,10,6
2015,ARG,SUD,REF,*,*
2015,ARG,SYR,REF,233,276
2015,ARG,TKM,REF,*,*
2015,ARG,TOG,REF,*,*
2015,ARG,TUN,REF,*,*
2015,ARG,TUR,REF,15,13
2015,ARG,UKR,REF,24,44
2015,ARG,USA,REF,*,*
2015,ARG,VAR,REF,550,532
2015,ARG,VEN,REF,*,*
2015,ARG,YEM,REF,15,15
2015,ARG,ZIM,REF,*,*
2015,ARM,AZE,REF,1554,1501
2015,ARM,COB,REF,,*
2015,ARM,ETH,REF,*,0
2015,ARM,GAZ,REF,6,6
2015,ARM,GEO,REF,8,8
2015,ARM,ICO,REF,6,6
2015,ARM,IRN,REF,27,30
2015,ARM,IRQ,REF,979,1019
2015,ARM,KAZ,REF,*,*
2015,ARM,LEB,REF,18,19
2015,ARM,NIG,REF,,*
2015,ARM,RUS,REF,*,*
2015,ARM,SYR,REF-like,14450,16000
2015,ARM,SYR,REF,544,611
2015,ARM,TUR,REF,*,*
2015,ARM,UKR,REF,43,109
2015,ARM,YEM,REF,,*
2015,AUL,AFG,REF,7675,7785
2015,AUL,ALB,REF,65,66
2015,AUL,ALG,REF,13,12
2015,AUL,ANG,REF,*,*
2015,AUL,ARE,REF,1370,1507
2015,AUL,ARG,REF,*,*
2015,AUL,ARM,REF,*,*
2015,AUL,AZE,REF,*,*
2015,AUL,BAH,REF,91,92
2015,AUL,BDI,REF,27,31
2015,AUL,BEN,REF,*,*
2015,AUL,BGD,REF,351,380
2015,AUL,BHU,REF,*,*
2015,AUL,BLR,REF,*,*
2015,AUL,BOT,REF,*,*
2015,AUL,BRA,REF,*,*
2015,AUL,BSN,REF,*,
2015,AUL,BUL,REF,*,
2015,AUL,CAM,REF,25,22
2015,AUL,CAR,REF,*,*
2015,AUL,CHD,REF,*,*
2015,AUL,CHI,REF,2883,2955
2015,AUL,CHL,REF,*,
2015,AUL,CMR,REF,52,55
2015,AUL,COB,REF,16,12
2015,AUL,COD,REF,30,26
2015,AUL,COL,REF,135,132
2015,AUL,CUB,REF,*,*
2015,AUL,CYP,REF,,
2015,AUL,CZE,REF,*,*
2015,AUL,DEN,REF,*,
2015,AUL,DJB,REF,*,*
2015,AUL,ECU,REF,*,*
2015,AUL,ERT,REF,109,105
2015,AUL,EST,REF,,*
2015,AUL,ETH,REF,229,231
2015,AUL,FIJ,REF,359,379
2015,AUL,FRA,REF,*,*
2015,AUL,GAM,REF,*,*
2015,AUL,GAZ,REF,246,249
2015,AUL,GBR,REF,*,6
2015,AUL,GEO,REF,10,14
2015,AUL,GFR,REF,5,5
2015,AUL,GHA,REF,32,31
2015,AUL,GRE,REF,*,*
2015,AUL,GUA,REF,*,*
2015,AUL,GUI,REF,7,9
2015,AUL,HRV,REF,*,*
2015,AUL,ICO,REF,7,7
2015,AUL,IND,REF,314,337
2015,AUL,INS,REF,241,226
2015,AUL,IRN,REF,4900,5201
2015,AUL,IRQ,REF,3121,2925
2015,AUL,ISR,REF,31,27
2015,AUL,ITA,REF,*,5
2015,AUL,JOR,REF,106,115
2015,AUL,JPN,REF,7,7
2015,AUL,KAZ,REF,*,*
2015,AUL,KEN,REF,68,81
2015,AUL,KGZ,REF,8,9
2015,AUL,KOR,REF,44,46
2015,AUL,KRN,REF,30,26
2015,AUL,KUW,REF,41,41
2015,AUL,LAO,REF,*,*
2015,AUL,LBR,REF,24,27
2015,AUL,LBY,REF,465,626
2015,AUL,LEB,REF,393,485
2015,AUL,LKA,REF,3387,3556
2015,AUL,LVA,REF,6,6
2015,AUL,MAU,REF,0,
2015,AUL,MCD,REF,*,*
2015,AUL,MDV,REF,7,10
2015,AUL,MEX,REF,*,*
2015,AUL,MLI,REF,*,*
2015,AUL,MLS,REF,105,123
2015,AUL,MLW,REF,0,
2015,AUL,MNG,REF,50,46
2015,AUL,MOR,REF,19,19
2015,AUL,MOZ,REF,5,5
2015,AUL,MTA,REF,*,
2015,AUL,MTS,REF,*,7
2015,AUL,MYA,REF,515,495
2015,AUL,NAM,REF,,199
2015,AUL,NEP,REF,205,
2015,AUL,NET,REF,*,*
2015,AUL,NGR,REF,*,*
2015,AUL,NIG,REF,144,148
2015,AUL,NZL,REF,5,8
2015,AUL,OMN,REF,,*
2015,AUL,PAK,REF,3024,3333
2015,AUL,PER,REF,*,6
2015,AUL,PHI,REF,31,34
2015,AUL,PNG,REF,285,335
2015,AUL,POL,REF,*,*
2015,AUL,ROM,REF,11,10
2015,AUL,RSA,REF,35,35
2015,AUL,RUS,REF,66,56
2015,AUL,RWA,REF,28,36
2015,AUL,SAL,REF,5,*
2015,AUL,SAU,REF,61,70
2015,AUL,SEN,REF,6,*
2015,AUL,SLE,REF,37,38
2015,AUL,SOL,REF,19,22
2015,AUL,SOM,REF,73,71
2015,AUL,SRB,REF,21,10
2015,AUL,SRV,REF,93,94
2015,AUL,SSD,REF,0,
2015,AUL,STA,REF,1710,1727
2015,AUL,SUD,REF,59,58
2015,AUL,SWE,REF,*,*
2015,AUL,SYR,REF,302,301
2015,AUL,TAN,REF,10,12
2015,AUL,THA,REF,15,15
2015,AUL,TIB,REF,8,11
2015,AUL,TJK,REF,*,*
2015,AUL,TKM,REF,*,*
2015,AUL,TMP,REF,8,14
2015,AUL,TOG,REF,*,*
2015,AUL,TON,REF,19,22
2015,AUL,TUN,REF,6,6
2015,AUL,TUR,REF,390,413
2015,AUL,UAE,REF,5,5
2015,AUL,UGA,REF,51,50
2015,AUL,UKR,REF,22,21
2015,AUL,USA,REF,13,15
2015,AUL,UZB,REF,30,26
2015,AUL,VAN,REF,*,*
2015,AUL,VAR,REF,24,24
2015,AUL,VEN,REF,9,9
2015,AUL,WES,REF,*,*
2015,AUL,YEM,REF,8,13
2015,AUL,ZAM,REF,8,9
2015,AUL,ZIM,REF,1020,1009
2015,AUS,AFG,REF,14793,17458
2015,AUS,ALB,REF,118,106
2015,AUS,ALG,REF,53,52
2015,AUS,ANG,REF,133,121
2015,AUS,ARE,REF,124,137
2015,AUS,ARM,REF,996,957
2015,AUS,AZE,REF,419,405
2015,AUS,BDI,REF,16,19
2015,AUS,BEN,REF,5,*
2015,AUS,BGD,REF,141,201
2015,AUS,BHU,REF,*,
2015,AUS,BKF,REF,11,12
2015,AUS,BLR,REF,109,102
2015,AUS,BOL,REF,11,11
2015,AUS,BRA,REF,*,
2015,AUS,BSN,REF,206,179
2015,AUS,BUL,REF,5,*
2015,AUS,CAM,REF,*,*
2015,AUS,CAN,REF,*,
2015,AUS,CHD,REF,*,*
2015,AUS,CHI,REF,457,499
2015,AUS,CMR,REF,240,246
2015,AUS,COB,REF,126,126
2015,AUS,COD,REF,450,419
2015,AUS,COL,REF,19,
2015,AUS,CUB,REF,24,21
2015,AUS,CZE,REF,0,
2015,AUS,DMA,REF,,
2015,AUS,DOM,REF,,
2015,AUS,EGU,REF,*,
2015,AUS,ERT,REF,120,159
2015,AUS,EST,REF,*,
2015,AUS,ETH,REF,144,145
2015,AUS,FRA,REF,0,
2015,AUS,GAB,REF,,
2015,AUS,GAM,REF,100,122
2015,AUS,GEO,REF,739,681
2015,AUS,GHA,REF,35,33
2015,AUS,GNB,REF,*,*
2015,AUS,GRN,REF,,
2015,AUS,GUA,REF,6,6
2015,AUS,GUI,REF,95,126
2015,AUS,HAI,REF,*,*
2015,AUS,HRV,REF,5,*
2015,AUS,HUN,REF,,
2015,AUS,ICO,REF,66,65
2015,AUS,IND,REF,56,61
2015,AUS,IRN,REF,3203,3379
2015,AUS,IRQ,REF,3015,3732
2015,AUS,ISR,REF,10,10
2015,AUS,JOR,REF,16,30
2015,AUS,KAZ,REF,61,66
2015,AUS,KEN,REF,27,29
2015,AUS,KGZ,REF,286,273
2015,AUS,KOR,REF,*,*
2015,AUS,KRN,REF,,*
2015,AUS,KUW,REF,*,*
2015,AUS,LAO,REF,*,*
2015,AUS,LBR,REF,23,22
2015,AUS,LBY,REF,8,24
2015,AUS,LEB,REF,52,63
2015,AUS,LKA,REF,38,54
2015,AUS,LVA,REF,*,
2015,AUS,MAD,REF,5,*
2015,AUS,MAU,REF,6,5
2015,AUS,MCD,REF,152,136
2015,AUS,MDA,REF,137,121
2015,AUS,MEX,REF,*,*
2015,AUS,MLI,REF,11,12
2015,AUS,MNE,REF,16,23
2015,AUS,MNG,REF,200,200
2015,AUS,MOR,REF,20,
2015,AUS,MTS,REF,*,136
2015,AUS,MYA,REF,30,34
2015,AUS,NEP,REF,41,47
2015,AUS,NGR,REF,*,*
2015,AUS,NIC,REF,,*
2015,AUS,NIG,REF,370,393
2015,AUS,PAK,REF,179,203
2015,AUS,PER,REF,*,*
2015,AUS,PHI,REF,7,7
2015,AUS,ROM,REF,33,20
2015,AUS,RSA,REF,5,
2015,AUS,RUS,REF,17361,15526
2015,AUS,RWA,REF,24,21
2015,AUS,SAU,REF,,*
2015,AUS,SEN,REF,7,8
2015,AUS,SLE,REF,29,30
2015,AUS,SOM,REF,2641,3406
2015,AUS,SRB,REF,2683,2199
2015,AUS,SRV,REF,36,
2015,AUS,SSD,REF,*,*
2015,AUS,STA,REF,1141,2467
2015,AUS,SUD,REF,277,277
2015,AUS,SVK,REF,*,
2015,AUS,SYR,REF,6653,14894
2015,AUS,TAN,REF,*,*
2015,AUS,THA,REF,,
2015,AUS,TJK,REF,82,97
2015,AUS,TKM,REF,6,6
2015,AUS,TOG,REF,24,14
2015,AUS,TUN,REF,8,8
2015,AUS,TUR,REF,1191,1125
2015,AUS,UGA,REF,18,16
2015,AUS,UKR,REF,300,287
2015,AUS,USA,REF,*,*
2015,AUS,UZB,REF,141,140
2015,AUS,VAR,REF,275,111
2015,AUS,VEN,REF,,
2015,AUS,YEM,REF,17,30
2015,AUS,ZAM,REF,,*
2015,AUS,ZIM,REF,22,23
2015,AZE,AFG,REF,618,602
2015,AZE,ARM,REF,0,0
2015,AZE,CAM,REF,,0
2015,AZE,CMR,REF,*,0
2015,AZE,COD,REF,0,0
2015,AZE,GAZ,REF,8,*
2015,AZE,ICO,REF,,*
2015,AZE,IRN,REF,76,71
2015,AZE,IRQ,REF,15,16
2015,AZE,KAZ,REF,0,0
2015,AZE,PAK,REF,17,18
2015,AZE,RUS,REF,557,539
2015,AZE,SYR,REF,7,8
2015,AZE,UAE,REF,0,0
2015,AZE,UKR,REF,,15
2015,AZE,YEM,REF,,*
2015,BAH,IRQ,REF,303,237
2015,BAH,PAK,REF,*,*
2015,BAH,YEM,REF,7,9
2015,BAR,SYR,REF,*,0
2015,BDI,BEN,REF,0,0
2015,BDI,CAR,REF,,*
2015,BDI,COD,REF,52631,53029
2015,BDI,ETH,REF,0,0
2015,BDI,MAU,REF,0,0
2015,BDI,MLI,REF,*,5
2015,BDI,MOZ,REF,*,*
2015,BDI,PAK,REF,*,*
2015,BDI,RWA,REF,281,304
2015,BDI,SEN,REF,,*
2015,BDI,SOM,REF,19,18
2015,BDI,SSD,REF,*,*
2015,BDI,SUD,REF,0,0
2015,BDI,UGA,REF,,*
2015,BDI,ZAM,REF,*,*
2015,BEL,AFG,REF,2460,2934
2015,BEL,ALB,REF,442,484
2015,BEL,ALG,REF,37,47
2015,BEL,ANG,REF,97,100
2015,BEL,ARE,REF,42,59
2015,BEL,ARG,REF,0,0
2015,BEL,ARM,REF,99,126
2015,BEL,AUS,REF,0,0
2015,BEL,AZE,REF,52,76
2015,BEL,BDI,REF,274,311
2015,BEL,BEN,REF,34,33
2015,BEL,BGD,REF,20,19
2015,BEL,BHU,REF,*,*
2015,BEL,BKF,REF,54,72
2015,BEL,BLR,REF,44,48
2015,BEL,BOL,REF,*,*
2015,BEL,BRA,REF,0,0
2015,BEL,BSN,REF,53,52
2015,BEL,BUL,REF,19,19
2015,BEL,CAM,REF,10,9
2015,BEL,CAN,REF,0,0
2015,BEL,CAR,REF,22,31
2015,BEL,CHD,REF,38,41
2015,BEL,CHI,REF,1219,1305
2015,BEL,CHL,REF,53,49
2015,BEL,CMR,REF,360,386
2015,BEL,COB,REF,35,35
2015,BEL,COD,REF,894,1008
2015,BEL,COL,REF,35,36
2015,BEL,COS,REF,0,0
2015,BEL,CUB,REF,*,*
2015,BEL,CZE,REF,7,6
2015,BEL,DEN,REF,0,0
2015,BEL,DJB,REF,165,228
2015,BEL,DOM,REF,*,*
2015,BEL,EGU,REF,0,0
2015,BEL,ERT,REF,222,700
2015,BEL,EST,REF,*,*
2015,BEL,ETH,REF,82,103
2015,BEL,FIN,REF,0,0
2015,BEL,FRA,REF,0,0
2015,BEL,GAB,REF,7,14
2015,BEL,GAM,REF,5,10
2015,BEL,GAZ,REF,79,90
2015,BEL,GBR,REF,0,0
2015,BEL,GEO,REF,51,51
2015,BEL,GFR,REF,*,*
2015,BEL,GHA,REF,32,35
2015,BEL,GNB,REF,13,11
2015,BEL,GRE,REF,0,0
2015,BEL,GUA,REF,7,7
2015,BEL,GUI,REF,2742,3150
2015,BEL,GUY,REF,*,*
2015,BEL,HAI,REF,*,*
2015,BEL,HON,REF,,0
2015,BEL,HRV,REF,7,6
2015,BEL,HUN,REF,62,54
2015,BEL,ICO,REF,165,165
2015,BEL,IND,REF,22,22
2015,BEL,IRN,REF,766,934
2015,BEL,IRQ,REF,1602,1943
2015,BEL,ISR,REF,13,15
2015,BEL,ITA,REF,0,0
2015,BEL,JAM,REF,0,*
2015,BEL,JOR,REF,30,31
2015,BEL,KAZ,REF,40,41
2015,BEL,KEN,REF,25,32
2015,BEL,KGZ,REF,68,70
2015,BEL,KOR,REF,53,0
2015,BEL,KRN,REF,66,46
2015,BEL,KUW,REF,8,7
2015,BEL,LAO,REF,14,13
2015,BEL,LBR,REF,20,18
2015,BEL,LBY,REF,93,39
2015,BEL,LEB,REF,93,109
2015,BEL,LKA,REF,340,387
2015,BEL,LTU,REF,8,7
2015,BEL,LVA,REF,*,*
2015,BEL,MAD,REF,*,*
2015,BEL,MAU,REF,198,211
2015,BEL,MCD,REF,80,101
2015,BEL,MDA,REF,*,*
2015,BEL,MEX,REF,0,0
2015,BEL,MLI,REF,50,62
2015,BEL,MLS,REF,0,0
2015,BEL,MNE,REF,0,0
2015,BEL,MNG,REF,0,0
2015,BEL,MOR,REF,42,61
2015,BEL,MTS,REF,0,*
2015,BEL,MYA,REF,11,10
2015,BEL,NAM,REF,*,*
2015,BEL,NEP,REF,13,13
2015,BEL,NET,REF,0,0
2015,BEL,NGR,REF,77,83
2015,BEL,NIG,REF,31,37
2015,BEL,PAK,REF,121,188
2015,BEL,PER,REF,*,*
2015,BEL,POL,REF,179,167
2015,BEL,ROM,REF,39,41
2015,BEL,RSA,REF,*,*
2015,BEL,RUS,REF,2613,2733
2015,BEL,RWA,REF,915,897
2015,BEL,SAL,REF,5,6
2015,BEL,SAU,REF,0,*
2015,BEL,SEN,REF,341,404
2015,BEL,SLE,REF,30,30
2015,BEL,SOM,REF,454,648
2015,BEL,SPA,REF,*,*
2015,BEL,SRB,REF,36,92
2015,BEL,SRV,REF,43,42
2015,BEL,SSD,REF,*,*
2015,BEL,STA,REF,0,0
2015,BEL,SUD,REF,80,123
2015,BEL,SVK,REF,0,0
2015,BEL,SWE,REF,0,0
2015,BEL,SWI,REF,0,0
2015,BEL,SYR,REF,1658,4239
2015,BEL,TAN,REF,54,62
2015,BEL,TJK,REF,0,13
2015,BEL,TKM,REF,*,*
2015,BEL,TOG,REF,150,174
2015,BEL,TUN,REF,16,30
2015,BEL,TUR,REF,618,627
2015,BEL,UAE,REF,*,*
2015,BEL,UGA,REF,25,27
2015,BEL,UKR,REF,79,122
2015,BEL,URU,REF,*,*
2015,BEL,USA,REF,0,0
2015,BEL,UZB,REF,22,22
2015,BEL,VAR,REF,8230,8345
2015,BEL,VEN,REF,*,6
2015,BEL,YEM,REF,10,27
2015,BEL,ZAM,REF,*,*
2015,BEL,ZIM,REF,0,*
2015,BEN,ANG,REF,,0
2015,BEN,BDI,REF,,0
2015,BEN,BKF,REF,,0
2015,BEN,CAR,REF,234,349
2015,BEN,CHD,REF,,0
2015,BEN,CMR,REF,,0
2015,BEN,COB,REF,,0
2015,BEN,COD,REF,*,*
2015,BEN,EGU,REF,,0
2015,BEN,ERT,REF,*,*
2015,BEN,GHA,REF,,0
2015,BEN,ICO,REF,155,157
2015,BEN,IRN,REF,,0
2015,BEN,IRQ,REF,*,*
2015,BEN,LKA,REF,5,5
2015,BEN,MLI,REF,5,5
2015,BEN,NIG,REF,,0
2015,BEN,PAK,REF,5,5
2015,BEN,RWA,REF,,0
2015,BEN,SLE,REF,,0
2015,BEN,SOM,REF,*,*
2015,BEN,SUD,REF,*,*
2015,BEN,SYR,REF,0,0
2015,BEN,TOG,REF,,0
2015,BGD,GAZ,REF,*,*
2015,BGD,ICO,REF,*,*
2015,BGD,IRN,REF,0,0
2015,BGD,IRQ,REF,*,*
2015,BGD,LKA,REF,0,0
2015,BGD,MYA,REF-like,200000,200000
2015,BGD,MYA,REF,32462,31948
2015,BGD,SOM,REF,6,6
2015,BGD,SUD,REF,*,*
2015,BHS,CUB,REF,12,7
2015,BHS,CUB,REF-like,0,0
2015,BHS,IRN,REF,0,0
2015,BHS,NIG,REF,*,*
2015,BKF,BDI,REF,28,31
2015,BKF,CAR,REF,40,153
2015,BKF,CHD,REF,90,112
2015,BKF,CMR,REF,5,5
2015,BKF,COB,REF,39,42
2015,BKF,COD,REF,26,25
2015,BKF,ERT,REF,*,*
2015,BKF,GHA,REF,0,0
2015,BKF,GUI,REF,0,0
2015,BKF,ICO,REF,*,*
2015,BKF,MAU,REF,0,0
2015,BKF,MLI,REF,31604,33574
2015,BKF,PAK,REF,*,*
2015,BKF,RWA,REF,36,46
2015,BKF,SRV,REF,0,0
2015,BKF,SUD,REF,8,9
2015,BKF,TIB,REF,,0
2015,BKF,TOG,REF,13,15
2015,BLR,AFG,REF,399,403
2015,BLR,ARE,REF,6,6
2015,BLR,ARM,REF,6,*
2015,BLR,AZE,REF,15,14
2015,BLR,ETH,REF,8,8
2015,BLR,GAZ,REF,6,6
2015,BLR,GEO,REF,87,81
2015,BLR,IRN,REF,15,10
2015,BLR,IRQ,REF,9,9
2015,BLR,LBR,REF,*,*
2015,BLR,LBY,REF,*,11
2015,BLR,LEB,REF,,*
2015,BLR,LKA,REF,*,0
2015,BLR,PAK,REF,0,0
2015,BLR,RWA,REF,*,*
2015,BLR,SOM,REF,*,*
2015,BLR,SYR,REF,72,138
2015,BLR,TJK,REF,12,12
2015,BLR,UKR,REF,284,1089
2015,BLR,YEM,REF,,13
2015,BOL,ANG,REF,*,*
2015,BOL,CHI,REF,0,0
2015,BOL,CHL,REF,8,8
2015,BOL,CMR,REF,*,*
2015,BOL,COB,REF,*,*
2015,BOL,COL,REF,184,193
2015,BOL,CUB,REF,9,9
2015,BOL,ECU,REF,*,*
2015,BOL,ETH,REF,*,*
2015,BOL,GHA,REF,*,*
2015,BOL,HON,REF,*,*
2015,BOL,ICO,REF,*,*
2015,BOL,IRQ,REF,16,16
2015,BOL,ISR,REF,*,*
2015,BOL,LKA,REF,*,*
2015,BOL,NIG,REF,*,*
2015,BOL,PAK,REF,*,*
2015,BOL,PER,REF,513,514
2015,BOL,POR,REF,*,*
2015,BOL,RUS,REF,5,5
2015,BOL,SRB,REF,*,*
2015,BOL,SYR,REF,6,7
2015,BOL,UKR,REF,*,*
2015,BOL,VEN,REF,*,*
2015,BOT,ALG,REF,*,*
2015,BOT,ANG,REF,,*
2015,BOT,BDI,REF,73,44
2015,BOT,CAM,REF,,0
2015,BOT,CMR,REF,*,*
2015,BOT,COD,REF,165,80
2015,BOT,ERT,REF,,10
2015,BOT,ETH,REF,7,5
2015,BOT,KEN,REF,*,*
2015,BOT,NAM,REF,978,914
2015,BOT,RWA,REF,53,28
2015,BOT,SLE,REF,*,*
2015,BOT,SOM,REF,374,330
2015,BOT,SSD,REF,*,0
2015,BOT,SUD,REF,14,11
2015,BOT,UGA,REF,27,22
2015,BOT,ZIM,REF,946,678
2015,BRA,AFG,REF,52,76
2015,BRA,ALG,REF,7,7
2015,BRA,ANG,REF,1070,1083
2015,BRA,ARE,REF,8,13
2015,BRA,ARG,REF,11,11
2015,BRA,ARM,REF,*,*
2015,BRA,BDI,REF,33,37
2015,BRA,BGD,REF,*,5
2015,BRA,BHU,REF,29,29
2015,BRA,BKF,REF,*,*
2015,BRA,BOL,REF,145,150
2015,BRA,BSN,REF,*,*
2015,BRA,CAR,REF,*,*
2015,BRA,CHD,REF,*,*
2015,BRA,CHI,REF,,*
2015,BRA,CHL,REF,21,21
2015,BRA,CMR,REF,21,32
2015,BRA,COB,REF,10,17
2015,BRA,COD,REF,791,1045
2015,BRA,COL,REF,1200,1280
2015,BRA,COS,REF,*,*
